"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10495107"	"0.3606603"	"1.43e-01"	"1.6187924"	"-5.776703"	"0.23315404"	"Tmigd3///Adora3"	"transmembrane and immunoglobulin domain containing 3///adenosine A3 receptor"
"10572170"	"0.3606603"	"1.43e-01"	"1.6187922"	"-5.776704"	"0.20068659"	"D130040H23Rik"	"RIKEN cDNA D130040H23 gene"
"10434719"	"0.3608149"	"1.43e-01"	"-1.6183385"	"-5.777322"	"-0.15578766"	"Kng1"	"kininogen 1"
"10541127"	"0.3608149"	"1.43e-01"	"-1.6183096"	"-5.777361"	"-0.22182789"	""	""
"10358978"	"0.3608149"	"1.43e-01"	"-1.6182387"	"-5.777458"	"-0.20611373"	"Ier5"	"immediate early response 5"
"10586448"	"0.3608149"	"1.43e-01"	"1.6182361"	"-5.777462"	"0.55976454"	"2810417H13Rik"	"RIKEN cDNA 2810417H13 gene"
"10457637"	"0.3608149"	"1.43e-01"	"-1.6182192"	"-5.777485"	"-0.18399455"	""	""
"10427266"	"0.3608987"	"1.43e-01"	"-1.6180075"	"-5.777773"	"-0.20140642"	"Gm32211///Rpl39"	"predicted gene, 32211///ribosomal protein L39"
"10481023"	"0.3609361"	"1.43e-01"	"1.6178585"	"-5.777976"	"0.15136534"	"Sec16a"	"SEC16 homolog A, endoplasmic reticulum export factor"
"10537300"	"0.3609361"	"1.43e-01"	"-1.6178232"	"-5.778024"	"-0.17242977"	"1700111E14Rik"	"RIKEN cDNA 1700111E14 gene"
"10512136"	"0.3610025"	"1.43e-01"	"1.6176266"	"-5.778292"	"0.17337986"	"Bag1"	"BCL2-associated athanogene 1"
"10363486"	"0.3610025"	"1.43e-01"	"-1.6175857"	"-5.778348"	"-0.27416838"	"Lrrc20"	"leucine rich repeat containing 20"
"10560431"	"0.3610923"	"1.43e-01"	"-1.6173631"	"-5.778651"	"-0.24341026"	"Foxa3"	"forkhead box A3"
"10448967"	"0.3611819"	"1.44e-01"	"1.617141"	"-5.778954"	"0.16583531"	"Sox8"	"SRY (sex determining region Y)-box 8"
"10412907"	"0.3611914"	"1.44e-01"	"-1.6170658"	"-5.779056"	"-0.17544828"	""	""
"10579043"	"0.3613195"	"1.44e-01"	"-1.6167615"	"-5.779471"	"-0.21221239"	"Lzts1"	"leucine zipper, putative tumor suppressor 1"
"10542251"	"0.3613195"	"1.44e-01"	"-1.6167152"	"-5.779534"	"-0.1955524"	"Tas2r116"	"taste receptor, type 2, member 116"
"10470788"	"0.3614138"	"1.44e-01"	"1.6164846"	"-5.779848"	"0.17808745"	"Odf2"	"outer dense fiber of sperm tails 2"
"10520513"	"0.3614576"	"1.44e-01"	"1.6163464"	"-5.780036"	"0.14677018"	"Slc35f6"	"solute carrier family 35, member F6"
"10593101"	"0.3616135"	"1.44e-01"	"1.6160029"	"-5.780504"	"0.16169404"	""	""
"10558118"	"0.361711"	"1.44e-01"	"-1.6157302"	"-5.780875"	"-0.26843202"	"Btbd16"	"BTB (POZ) domain containing 16"
"10368229"	"0.361711"	"1.44e-01"	"-1.6156581"	"-5.780974"	"-0.21291611"	"Tbpl1"	"TATA box binding protein-like 1"
"10395807"	"0.361711"	"1.44e-01"	"1.6156509"	"-5.780983"	"0.19366621"	"1110008L16Rik"	"RIKEN cDNA 1110008L16 gene"
"10457302"	"0.3618349"	"1.44e-01"	"-1.6152675"	"-5.781506"	"-0.17378243"	"Epc1"	"enhancer of polycomb homolog 1 (Drosophila)"
"10515086"	"0.3618349"	"1.44e-01"	"-1.6152647"	"-5.781509"	"-0.17866008"	"9630013D21Rik"	"RIKEN cDNA 9630013D21 gene"
"10519686"	"0.3618349"	"1.44e-01"	"-1.6152507"	"-5.781528"	"-0.18322092"	""	""
"10435948"	"0.3619173"	"1.44e-01"	"-1.6150419"	"-5.781813"	"-0.14874625"	"Ccdc80"	"coiled-coil domain containing 80"
"10348087"	"0.3619808"	"1.44e-01"	"1.6148564"	"-5.782065"	"0.2506053"	"Cops7b"	"COP9 signalosome subunit 7B"
"10382532"	"0.3619808"	"1.44e-01"	"-1.6147664"	"-5.782188"	"-0.20671412"	"Slc16a5"	"solute carrier family 16 (monocarboxylic acid transporters), member 5"
"10488421"	"0.3619808"	"1.44e-01"	"-1.6147525"	"-5.782207"	"-0.15098966"	""	""
"10592391"	"0.3619995"	"1.44e-01"	"-1.6146604"	"-5.782332"	"-0.20157885"	"Olfr937"	"olfactory receptor 937"
"10485357"	"0.3621017"	"1.44e-01"	"-1.6144157"	"-5.782665"	"-0.37061336"	""	""
"10578425"	"0.3621221"	"1.44e-01"	"-1.6143206"	"-5.782795"	"-0.19401752"	"AY512931"	"cDNA sequence AY512931"
"10523901"	"0.3624333"	"1.44e-01"	"1.6136936"	"-5.783648"	"0.60236911"	""	""
"10443918"	"0.3625189"	"1.44e-01"	"1.613429"	"-5.784008"	"0.20510668"	"Zfp952"	"zinc finger protein 952"
"10569341"	"0.3625189"	"1.44e-01"	"-1.6134216"	"-5.784018"	"-0.20810556"	"Mir675///Supt6"	"microRNA 675///suppressor of Ty 6"
"10354773"	"0.3626134"	"1.44e-01"	"1.6131911"	"-5.784332"	"0.24307327"	"Hsfy2"	"heat shock transcription factor, Y-linked 2"
"10402795"	"0.3628678"	"1.45e-01"	"1.6124826"	"-5.785296"	"0.15462849"	"Cdca4"	"cell division cycle associated 4"
"10607484"	"0.3628678"	"1.45e-01"	"-1.6124513"	"-5.785338"	"-0.79505226"	"Ptchd1"	"patched domain containing 1"
"10439917"	"0.3628678"	"1.45e-01"	"-1.6124203"	"-5.785381"	"-0.16073468"	"Zpld1"	"zona pellucida like domain containing 1"
"10546088"	"0.3628678"	"1.45e-01"	"1.6123806"	"-5.785435"	"0.24666179"	"H1fx"	"H1 histone family, member X"
"10553148"	"0.3628678"	"1.45e-01"	"-1.6123276"	"-5.785507"	"-0.20250685"	"Ccdc114"	"coiled-coil domain containing 114"
"10511886"	"0.3628678"	"1.45e-01"	"-1.612327"	"-5.785508"	"-0.24874882"	"Bhmt"	"betaine-homocysteine methyltransferase"
"10403464"	"0.3628678"	"1.45e-01"	"1.6123223"	"-5.785514"	"0.20767265"	"Dip2c///Dip2c"	"disco interacting protein 2 homolog C///disco interacting protein 2 homolog C"
"10375864"	"0.3629292"	"1.45e-01"	"-1.6121524"	"-5.785745"	"-0.16248051"	"Phykpl"	"5-phosphohydroxy-L-lysine phospholyase"
"10513360"	"0.3630165"	"1.45e-01"	"-1.6119353"	"-5.78604"	"-0.17847093"	""	""
"10370608"	"0.3630438"	"1.45e-01"	"1.6118276"	"-5.786187"	"0.19596395"	""	""
"10523526"	"0.3630973"	"1.45e-01"	"-1.6116695"	"-5.786402"	"-0.16239311"	"Gm9932"	"predicted gene 9932"
"10536440"	"0.3630973"	"1.45e-01"	"-1.6115828"	"-5.78652"	"-0.23027933"	""	""
"10424404"	"0.3630973"	"1.45e-01"	"1.6115569"	"-5.786555"	"0.19306113"	"Pvt1"	"plasmacytoma variant translocation 1"
"10489092"	"0.363124"	"1.45e-01"	"-1.6114506"	"-5.7867"	"-0.20010858"	"Soga1"	"suppressor of glucose, autophagy associated 1"
"10542249"	"0.3631985"	"1.45e-01"	"-1.611077"	"-5.787208"	"-0.18740083"	"Tas2r123"	"taste receptor, type 2, member 123"
"10434133"	"0.3631985"	"1.45e-01"	"-1.6110568"	"-5.787235"	"-0.16836045"	"Dgcr6"	"DiGeorge syndrome critical region gene 6"
"10592044"	"0.3631985"	"1.45e-01"	"-1.6109338"	"-5.787402"	"-0.17200257"	"Tmem45b"	"transmembrane protein 45b"
"10411690"	"0.3631985"	"1.45e-01"	"1.6109277"	"-5.787411"	"0.29101384"	"Rad17"	"RAD17 checkpoint clamp loader component"
"10583834"	"0.3631985"	"1.45e-01"	"-1.6109136"	"-5.78743"	"-0.14920872"	"9530077C05Rik"	"RIKEN cDNA 9530077C05 gene"
"10390269"	"0.3631985"	"1.45e-01"	"-1.6109114"	"-5.787433"	"-0.26322768"	"Gm11517"	"ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene"
"10406733"	"0.3631985"	"1.45e-01"	"-1.6108565"	"-5.787507"	"-0.35772761"	"Zbed3"	"zinc finger, BED type containing 3"
"10504666"	"0.3631985"	"1.45e-01"	"1.6108041"	"-5.787579"	"0.15658264"	"Ccdc180"	"coiled-coil domain containing 180"
"10515841"	"0.3631985"	"1.45e-01"	"-1.6107957"	"-5.78759"	"-0.20980541"	"Gm12866"	"predicted gene 12866"
"10536442"	"0.3632116"	"1.45e-01"	"-1.6107142"	"-5.787701"	"-0.17341941"	""	""
"10423271"	"0.3632226"	"1.45e-01"	"-1.6106365"	"-5.787807"	"-0.35155271"	""	""
"10572251"	"0.363272"	"1.45e-01"	"1.6104886"	"-5.788008"	"0.20125136"	"Tssk6"	"testis-specific serine kinase 6"
"10596904"	"0.3632944"	"1.45e-01"	"-1.6103901"	"-5.788142"	"-0.16704269"	"Ccdc36"	"coiled-coil domain containing 36"
"10424796"	"0.363305"	"1.45e-01"	"-1.6103132"	"-5.788246"	"-0.20955938"	"Smpd5"	"sphingomyelin phosphodiesterase 5"
"10351099"	"0.3633311"	"1.45e-01"	"-1.6102079"	"-5.788389"	"-0.17527265"	"Tnfsf18"	"tumor necrosis factor (ligand) superfamily, member 18"
"10388227"	"0.3635134"	"1.45e-01"	"-1.6098178"	"-5.78892"	"-0.1526035"	"Cyb5d2"	"cytochrome b5 domain containing 2"
"10579508"	"0.3635523"	"1.45e-01"	"1.6096689"	"-5.789122"	"0.19272487"	"Ano8"	"anoctamin 8"
"10490611"	"0.3635523"	"1.45e-01"	"-1.6096315"	"-5.789173"	"-0.17211524"	"Ptk6"	"PTK6 protein tyrosine kinase 6"
"10474081"	"0.3635754"	"1.45e-01"	"-1.6094579"	"-5.789409"	"-0.16170704"	"Alx4"	"aristaless-like homeobox 4"
"10479483"	"0.3635754"	"1.45e-01"	"-1.6094517"	"-5.789417"	"-0.21080801"	"Birc7"	"baculoviral IAP repeat-containing 7 (livin)"
"10518207"	"0.3635754"	"1.45e-01"	"-1.6094139"	"-5.789469"	"-0.20306174"	""	""
"10417667"	"0.3635754"	"1.45e-01"	"-1.6093591"	"-5.789543"	"-0.15811229"	""	""
"10374704"	"0.3635857"	"1.45e-01"	"-1.6092827"	"-5.789647"	"-0.2840018"	"1700030C12Rik"	"RIKEN cDNA 1700030C12 gene"
"10447128"	"0.363598"	"1.45e-01"	"-1.6092026"	"-5.789756"	"-0.16460279"	""	""
"10493834"	"0.3636369"	"1.45e-01"	"-1.6090542"	"-5.789957"	"-0.24035588"	"Pglyrp4"	"peptidoglycan recognition protein 4"
"10607244"	"0.3636369"	"1.45e-01"	"1.6090166"	"-5.790008"	"0.31278107"	"Gm5946"	"predicted gene 5946"
"10579486"	"0.363667"	"1.45e-01"	"-1.608847"	"-5.790239"	"-0.28979199"	"Ushbp1"	"Usher syndrome 1C binding protein 1"
"10557434"	"0.363667"	"1.45e-01"	"-1.6087961"	"-5.790308"	"-0.16259285"	"Apobr"	"apolipoprotein B receptor"
"10591446"	"0.363667"	"1.45e-01"	"-1.608789"	"-5.790318"	"-0.15718524"	"Tyk2"	"tyrosine kinase 2"
"10356936"	"0.3636737"	"1.45e-01"	"1.6087167"	"-5.790416"	"0.30634953"	"Ppip5k2"	"diphosphoinositol pentakisphosphate kinase 2"
"10388782"	"0.3636737"	"1.45e-01"	"1.6086618"	"-5.790491"	"0.38453574"	"Snord42a"	"small nucleolar RNA, C/D box 42A"
"10368162"	"0.3636824"	"1.45e-01"	"-1.6085883"	"-5.79059"	"-0.20818305"	"Pex7"	"peroxisomal biogenesis factor 7"
"10404737"	"0.3637905"	"1.45e-01"	"-1.6083337"	"-5.790936"	"-0.16834982"	""	""
"10410138"	"0.363855"	"1.45e-01"	"-1.6081196"	"-5.791227"	"-0.19629672"	"Cntnap3"	"contactin associated protein-like 3"
"10556611"	"0.363855"	"1.45e-01"	"1.6081011"	"-5.791252"	"0.15909114"	""	""
"10520043"	"0.3638662"	"1.45e-01"	"-1.6080231"	"-5.791358"	"-0.22387088"	"Lhfpl3"	"lipoma HMGIC fusion partner-like 3"
"10497199"	"0.3638849"	"1.46e-01"	"1.6079315"	"-5.791483"	"0.21619723"	"Gm6194///Tmem189"	"transmembrane protein 189 pseudogene///transmembrane protein 189"
"10446823"	"0.3639558"	"1.46e-01"	"-1.6077181"	"-5.791773"	"-0.2312391"	"Yipf4"	"Yip1 domain family, member 4"
"10548000"	"0.3639558"	"1.46e-01"	"1.6076873"	"-5.791814"	"0.16564018"	"Ltbr"	"lymphotoxin B receptor"
"10559974"	"0.363961"	"1.46e-01"	"-1.6076203"	"-5.791906"	"-0.26257358"	"Vmn1r71"	"vomeronasal 1 receptor 71"
"10435094"	"0.3640107"	"1.46e-01"	"1.6074722"	"-5.792107"	"0.21571433"	"Tnk2"	"tyrosine kinase, non-receptor, 2"
"10547701"	"0.364143"	"1.46e-01"	"-1.6071738"	"-5.792512"	"-0.1592642"	"Pex5"	"peroxisomal biogenesis factor 5"
"10401398"	"0.364241"	"1.46e-01"	"-1.6069377"	"-5.792833"	"-0.17494364"	"Heatr4"	"HEAT repeat containing 4"
"10368495"	"0.3643833"	"1.46e-01"	"-1.6066211"	"-5.793263"	"-0.1999443"	"Rspo3"	"R-spondin 3"
"10523785"	"0.3643949"	"1.46e-01"	"1.6064666"	"-5.793472"	"0.15281138"	"Zfp326"	"zinc finger protein 326"
"10535927"	"0.3643949"	"1.46e-01"	"1.6064402"	"-5.793508"	"0.15659412"	"Nme2///Dscaml1"	"NME/NM23 nucleoside diphosphate kinase 2///Down syndrome cell adhesion molecule like 1"
"10511498"	"0.3643949"	"1.46e-01"	"-1.6064276"	"-5.793525"	"-0.19675365"	"Plekhf2"	"pleckstrin homology domain containing, family F (with FYVE domain) member 2"
"10372730"	"0.3644756"	"1.46e-01"	"1.606223"	"-5.793803"	"0.21673042"	"Iltifb"	"interleukin 10-related T cell-derived inducible factor beta"
"10492689"	"0.3645354"	"1.46e-01"	"-1.6060568"	"-5.794029"	"-0.26410145"	"Pdgfc"	"platelet-derived growth factor, C polypeptide"
"10560812"	"0.3646292"	"1.46e-01"	"-1.6057704"	"-5.794417"	"-0.22013717"	"Vmn1r176"	"vomeronasal 1 receptor 176"
"10536273"	"0.3646292"	"1.46e-01"	"-1.6056912"	"-5.794525"	"-0.22344115"	"Casd1"	"CAS1 domain containing 1"
"10354220"	"0.3646292"	"1.46e-01"	"-1.6056276"	"-5.794611"	"-0.18757541"	"Mfsd9"	"major facilitator superfamily domain containing 9"
"10466008"	"0.3646292"	"1.46e-01"	"-1.6056151"	"-5.794628"	"-0.1639773"	"Tkfc"	"triokinase, FMN cyclase"
"10408154"	"0.3646292"	"1.46e-01"	"-1.6055989"	"-5.79465"	"-0.1748679"	"Vmn1r212"	"vomeronasal 1 receptor 212"
"10498837"	"0.3647852"	"1.46e-01"	"-1.6052575"	"-5.795114"	"-0.17741316"	"Etfdh"	"electron transferring flavoprotein, dehydrogenase"
"10456585"	"0.3648209"	"1.46e-01"	"-1.6051077"	"-5.795317"	"-0.21445179"	""	""
"10389170"	"0.3648209"	"1.46e-01"	"-1.6050777"	"-5.795358"	"-0.27490666"	"Gas2l2"	"growth arrest-specific 2 like 2"
"10463023"	"0.3648233"	"1.46e-01"	"-1.605006"	"-5.795455"	"-0.17734048"	"Cyp2c66"	"cytochrome P450, family 2, subfamily c, polypeptide 66"
"10448694"	"0.3648233"	"1.46e-01"	"-1.604842"	"-5.795678"	"-0.23789566"	"Syngr3"	"synaptogyrin 3"
"10526087"	"0.3648233"	"1.46e-01"	"1.6048145"	"-5.795715"	"0.17722735"	"Sumf2"	"sulfatase modifying factor 2"
"10562670"	"0.3648233"	"1.46e-01"	"-1.6047995"	"-5.795735"	"-0.37145091"	"Zfp715"	"zinc finger protein 715"
"10411119"	"0.3648233"	"1.46e-01"	"1.6047028"	"-5.795867"	"0.14903196"	"Papd4"	"PAP associated domain containing 4"
"10566403"	"0.3648233"	"1.46e-01"	"-1.6046457"	"-5.795944"	"-0.23732942"	"Olfr668"	"olfactory receptor 668"
"10410390"	"0.3648233"	"1.46e-01"	"-1.6045791"	"-5.796034"	"-0.17157093"	""	""
"10371415"	"0.3648233"	"1.46e-01"	"-1.6045616"	"-5.796058"	"-0.20535603"	""	""
"10484669"	"0.3648233"	"1.46e-01"	"-1.6045566"	"-5.796065"	"-0.18767353"	"Pramel7"	"preferentially expressed antigen in melanoma like 7"
"10569456"	"0.3648983"	"1.46e-01"	"-1.6043628"	"-5.796328"	"-0.29245916"	""	""
"10591190"	"0.3650332"	"1.46e-01"	"-1.6040602"	"-5.796738"	"-0.16602561"	"Olfr846"	"olfactory receptor 846"
"10587651"	"0.3652146"	"1.46e-01"	"-1.6036729"	"-5.797264"	"-0.15164252"	"Camkv///Rpl21///Cep170"	"CaM kinase-like vesicle-associated///ribosomal protein L21///centrosomal protein 170"
"10493409"	"0.3652146"	"1.46e-01"	"1.6035631"	"-5.797413"	"0.17796352"	"Clk2-scamp3///Scamp3"	"Clk2-scamp3 readthrough///secretory carrier membrane protein 3"
"10528679"	"0.3652146"	"1.46e-01"	"-1.6035466"	"-5.797435"	"-0.20800947"	"Wdr86"	"WD repeat domain 86"
"10347726"	"0.3652146"	"1.46e-01"	"-1.6035009"	"-5.797497"	"-0.1657274"	""	""
"10391985"	"0.3653484"	"1.47e-01"	"1.6030283"	"-5.798138"	"0.49697323"	"Taf1d"	"TATA-box binding protein associated factor, RNA polymerase I, D"
"10405739"	"0.3653484"	"1.47e-01"	"1.6030283"	"-5.798138"	"0.49697323"	"Taf1d"	"TATA-box binding protein associated factor, RNA polymerase I, D"
"10409988"	"0.3653484"	"1.47e-01"	"1.6030283"	"-5.798138"	"0.49697323"	"Taf1d"	"TATA-box binding protein associated factor, RNA polymerase I, D"
"10583318"	"0.3653484"	"1.47e-01"	"1.6030283"	"-5.798138"	"0.49697323"	"Taf1d"	"TATA-box binding protein associated factor, RNA polymerase I, D"
"10472418"	"0.3653644"	"1.47e-01"	"-1.6029273"	"-5.798275"	"-0.20781852"	"Gm13629"	"predicted gene 13629"
"10521469"	"0.3653644"	"1.47e-01"	"-1.6028846"	"-5.798333"	"-0.16225173"	""	""
"10391005"	"0.3654767"	"1.47e-01"	"-1.6026233"	"-5.798688"	"-0.17928585"	"Krt36"	"keratin 36"
"10367483"	"0.3655075"	"1.47e-01"	"-1.6024525"	"-5.798919"	"-0.14628126"	"Olfr804///Olfr782"	"olfactory receptor 804///olfactory receptor 782"
"10367489"	"0.3655075"	"1.47e-01"	"-1.6024525"	"-5.798919"	"-0.14628126"	"Olfr804///Olfr782"	"olfactory receptor 804///olfactory receptor 782"
"10444587"	"0.3655359"	"1.47e-01"	"1.6023437"	"-5.799067"	"0.30693873"	"7330403C04Rik"	"RIKEN cDNA 7330403C04 gene"
"10542257"	"0.3656568"	"1.47e-01"	"-1.6020218"	"-5.799503"	"-0.21564007"	"Tas2r125"	"taste receptor, type 2, member 125"
"10550994"	"0.3656568"	"1.47e-01"	"1.6020096"	"-5.79952"	"0.20377846"	"Ceacam10"	"carcinoembryonic antigen-related cell adhesion molecule 10"
"10418475"	"0.3656937"	"1.47e-01"	"-1.6018319"	"-5.799761"	"-0.14670299"	"Spcs1"	"signal peptidase complex subunit 1 homolog (S. cerevisiae)"
"10535704"	"0.3656937"	"1.47e-01"	"-1.6018278"	"-5.799766"	"-0.19732357"	"Cyp3a11"	"cytochrome P450, family 3, subfamily a, polypeptide 11"
"10356423"	"0.3657719"	"1.47e-01"	"1.6016285"	"-5.800036"	"0.16067869"	"Usp40"	"ubiquitin specific peptidase 40"
"10469622"	"0.365873"	"1.47e-01"	"-1.6013878"	"-5.800363"	"-0.17480953"	"Gpr158"	"G protein-coupled receptor 158"
"10456378"	"0.3660326"	"1.47e-01"	"-1.6010411"	"-5.800833"	"-0.37256064"	"Chmp1b"	"charged multivesicular body protein 1B"
"10541089"	"0.3660335"	"1.47e-01"	"-1.6009822"	"-5.800913"	"-0.16077456"	"2900097C17Rik"	"RIKEN cDNA 2900097C17 gene"
"10428150"	"0.3661112"	"1.47e-01"	"-1.6007839"	"-5.801181"	"-0.20656406"	"Fbxo43"	"F-box protein 43"
"10440028"	"0.3662768"	"1.47e-01"	"-1.6004263"	"-5.801666"	"-0.16917479"	"Tmem45a2"	"transmembrane protein 45A2"
"10384539"	"0.366313"	"1.47e-01"	"1.6003033"	"-5.801832"	"0.23677779"	"Slc1a4"	"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4"
"10385325"	"0.3664514"	"1.47e-01"	"1.5999765"	"-5.802275"	"0.17214951"	"Pttg1"	"pituitary tumor-transforming gene 1"
"10557397"	"0.3664514"	"1.47e-01"	"-1.599938"	"-5.802328"	"-0.2429078"	"D430042O09Rik"	"RIKEN cDNA D430042O09 gene"
"10358666"	"0.3667229"	"1.47e-01"	"-1.599356"	"-5.803116"	"-0.22586198"	"Hmcn1"	"hemicentin 1"
"10383289"	"0.3667229"	"1.47e-01"	"-1.5993316"	"-5.803149"	"-0.18999514"	"Baiap2"	"brain-specific angiogenesis inhibitor 1-associated protein 2"
"10409486"	"0.3667804"	"1.47e-01"	"1.5991694"	"-5.803369"	"0.21753882"	"Pdlim7"	"PDZ and LIM domain 7"
"10345877"	"0.3667804"	"1.47e-01"	"-1.599113"	"-5.803445"	"-0.1472919"	"Gm9915"	"predicted gene 9915"
"10407416"	"0.3668414"	"1.48e-01"	"-1.5989452"	"-5.803673"	"-0.18653741"	"Calml3"	"calmodulin-like 3"
"10407346"	"0.3668447"	"1.48e-01"	"-1.5988806"	"-5.80376"	"-0.25098732"	""	""
"10379176"	"0.3668447"	"1.48e-01"	"1.5988247"	"-5.803836"	"0.20608667"	"Unc119"	"unc-119 lipid binding chaperone"
"10574246"	"0.366927"	"1.48e-01"	"1.5985912"	"-5.804152"	"0.28700976"	"Adgrg5"	"adhesion G protein-coupled receptor G5"
"10423963"	"0.366927"	"1.48e-01"	"1.5985612"	"-5.804193"	"0.17673722"	"Eny2"	"enhancer of yellow 2 homolog (Drosophila)"
"10358928"	"0.3669658"	"1.48e-01"	"-1.5984337"	"-5.804365"	"-0.22557722"	"Cacna1e"	"calcium channel, voltage-dependent, R type, alpha 1E subunit"
"10524723"	"0.3669817"	"1.48e-01"	"1.5983476"	"-5.804482"	"0.17679912"	"Gcn1l1"	"GCN1 general control of amino-acid synthesis 1-like 1 (yeast)"
"10501742"	"0.3670005"	"1.48e-01"	"-1.5982112"	"-5.804667"	"-0.16700853"	"Rpl7a"	"ribosomal protein L7A"
"10556035"	"0.3670005"	"1.48e-01"	"-1.5981993"	"-5.804683"	"-0.14952544"	"Olfr713"	"olfactory receptor 713"
"10526797"	"0.3670014"	"1.48e-01"	"-1.5981404"	"-5.804762"	"-0.17948463"	"Stag3"	"stromal antigen 3"
"10502199"	"0.3673314"	"1.48e-01"	"-1.5974858"	"-5.805649"	"-0.15547354"	""	""
"10478160"	"0.3673314"	"1.48e-01"	"-1.5974289"	"-5.805726"	"-0.33970282"	"Fam83d"	"family with sequence similarity 83, member D"
"10568502"	"0.3674392"	"1.48e-01"	"-1.5971541"	"-5.806098"	"-0.28865795"	"Cuzd1"	"CUB and zona pellucida-like domains 1"
"10588936"	"0.3674392"	"1.48e-01"	"-1.5971195"	"-5.806145"	"-0.14456831"	"Ccdc71"	"coiled-coil domain containing 71"
"10405427"	"0.3674635"	"1.48e-01"	"1.5970185"	"-5.806281"	"0.17382772"	"Prelid1"	"PRELI domain containing 1"
"10438621"	"0.3675778"	"1.48e-01"	"1.5967546"	"-5.806639"	"0.40777156"	"Tra2b"	"transformer 2 beta homolog (Drosophila)"
"10402981"	"0.3676162"	"1.48e-01"	"-1.5965017"	"-5.806981"	"-0.18659547"	""	""
"10590298"	"0.3676162"	"1.48e-01"	"-1.5964306"	"-5.807077"	"-0.21281904"	"Eif1b"	"eukaryotic translation initiation factor 1B"
"10532919"	"0.3676162"	"1.48e-01"	"-1.5963459"	"-5.807192"	"-0.16153879"	"Gm8624///Rps23"	"ribosomal protein S23 pseudogene///ribosomal protein S23"
"10566620"	"0.3676162"	"1.48e-01"	"-1.596344"	"-5.807194"	"-0.21753661"	"Olfr711"	"olfactory receptor 711"
"10479174"	"0.3676162"	"1.48e-01"	"-1.5963337"	"-5.807208"	"-0.15185371"	"Rps8"	"ribosomal protein S8"
"10479187"	"0.3676162"	"1.48e-01"	"-1.5963337"	"-5.807208"	"-0.15185371"	"Rps8"	"ribosomal protein S8"
"10557353"	"0.3676162"	"1.48e-01"	"-1.5962847"	"-5.807275"	"-0.17812134"	"D430042O09Rik"	"RIKEN cDNA D430042O09 gene"
"10603151"	"0.3676299"	"1.48e-01"	"1.5962028"	"-5.807385"	"0.26796503"	"Gpm6b"	"glycoprotein m6b"
"10433433"	"0.3677816"	"1.48e-01"	"1.5958717"	"-5.807834"	"0.15504328"	"Mettl22"	"methyltransferase like 22"
"10535418"	"0.3678589"	"1.48e-01"	"-1.5956749"	"-5.8081"	"-0.16029874"	"Rbak"	"RB-associated KRAB zinc finger"
"10510120"	"0.3679681"	"1.48e-01"	"-1.595377"	"-5.808503"	"-0.19395523"	"9430007A20Rik"	"RIKEN cDNA 9430007A20 gene"
"10428020"	"0.3679681"	"1.48e-01"	"-1.5953602"	"-5.808526"	"-0.17817431"	"March6"	"membrane-associated ring finger (C3HC4) 6"
"10440708"	"0.3679681"	"1.48e-01"	"-1.5952194"	"-5.808716"	"-0.3331911"	""	""
"10380534"	"0.3679681"	"1.48e-01"	"-1.5952"	"-5.808742"	"-0.14280016"	"Spop"	"speckle-type POZ protein"
"10588201"	"0.3679681"	"1.48e-01"	"1.5951918"	"-5.808753"	"0.30009231"	""	""
"10423738"	"0.3680286"	"1.48e-01"	"-1.5950253"	"-5.808979"	"-0.18351202"	""	""
"10604503"	"0.3681171"	"1.48e-01"	"-1.5948084"	"-5.809272"	"-0.25165295"	"Olfr1324"	"olfactory receptor 1324"
"10348032"	"0.3681306"	"1.48e-01"	"-1.594727"	"-5.809382"	"-0.15072152"	"Armc9"	"armadillo repeat containing 9"
"10398824"	"0.3682617"	"1.49e-01"	"-1.5944332"	"-5.809779"	"-0.20609999"	"A530016L24Rik"	"RIKEN cDNA A530016L24 gene"
"10459329"	"0.3683875"	"1.49e-01"	"-1.5941491"	"-5.810164"	"-0.29220597"	"2700046A07Rik"	"RIKEN cDNA 2700046A07 gene"
"10354555"	"0.368453"	"1.49e-01"	"-1.5939738"	"-5.810401"	"-0.20876789"	"Asnsd1"	"asparagine synthetase domain containing 1"
"10559649"	"0.368495"	"1.49e-01"	"-1.5938409"	"-5.810581"	"-0.36731544"	"Cox6b2"	"cytochrome c oxidase subunit VIb polypeptide 2"
"10442153"	"0.3685255"	"1.49e-01"	"-1.5937288"	"-5.810732"	"-0.17526079"	""	""
"10493003"	"0.3685507"	"1.49e-01"	"-1.5936263"	"-5.810871"	"-0.23549576"	"Etv3l"	"ets variant 3-like"
"10369690"	"0.3686087"	"1.49e-01"	"-1.5934645"	"-5.811089"	"-0.23094696"	"Tet1"	"tet methylcytosine dioxygenase 1"
"10598422"	"0.3686641"	"1.49e-01"	"1.5933076"	"-5.811302"	"0.16147642"	"Gripap1"	"GRIP1 associated protein 1"
"10607324"	"0.3687085"	"1.49e-01"	"-1.5931705"	"-5.811487"	"-0.15079507"	"Camkv///Rpl21///Cep170"	"CaM kinase-like vesicle-associated///ribosomal protein L21///centrosomal protein 170"
"10402564"	"0.3687697"	"1.49e-01"	"-1.59298"	"-5.811744"	"-0.14442222"	"Setd3"	"SET domain containing 3"
